"per_target_trial","benchmark","fuzzer","edges_covered","coverage_increase","fuzzer_rank","initial_coverage","mean_exec_ns","mean_size_bytes","corpus_size","total_shared","total_eq","total_ineq","bin_text_size"
8,"freetype2-2017","libfuzzer",15309,1338,4,13,3,14,13,3,4,7,8
8,"sqlite3_ossfuzz","libfuzzer",18639,557,4,21,13,15,21,7,7,5,10
9,"freetype2-2017","libfuzzer",16358,861,4,24,8,4,24,3,4,7,8
9,"sqlite3_ossfuzz","libfuzzer",12083,3032,3,3,1,20,7,7,7,5,10
10,"freetype2-2017","libfuzzer",13972,1677,4,7,9,2,8,3,4,7,8
10,"sqlite3_ossfuzz","libfuzzer",15140,1624,4,10,9,2,10,7,7,5,10
11,"freetype2-2017","libfuzzer",12044,3388,4,2,5,1,2,3,4,7,8
11,"sqlite3_ossfuzz","libfuzzer",17688,966,4,18,8,13,18,7,7,5,10
12,"freetype2-2017","libfuzzer",15351,1355,4,14,18,7,14,2,3,6,8
12,"sqlite3_ossfuzz","libfuzzer",19706,300,4,24,18,14,24,6,6,4,9
13,"freetype2-2017","libfuzzer",16083,946,4,21,16,13,20,3,4,7,8
13,"sqlite3_ossfuzz","libfuzzer",17897,574,4,20,14,19,20,7,7,5,10
14,"freetype2-2017","libfuzzer",15671,1114,4,17,4,8,18,3,4,7,8
14,"sqlite3_ossfuzz","libfuzzer",13147,1805,4,7,24,23,2,7,7,5,10
15,"freetype2-2017","libfuzzer",11466,2212,4,3,17,22,3,3,3,6,7
15,"sqlite3_ossfuzz","libfuzzer",17552,706,4,19,11,21,19,6,6,4,9
16,"freetype2-2017","libfuzzer",14371,1396,4,9,23,18,9,3,4,7,8
16,"sqlite3_ossfuzz","libfuzzer",18873,551,4,22,12,16,22,7,7,5,10
17,"freetype2-2017","libfuzzer",15413,1210,4,15,11,23,15,3,4,7,8
17,"sqlite3_ossfuzz","libfuzzer",15634,1283,4,12,10,11,13,7,7,5,10
18,"freetype2-2017","libfuzzer",14779,1265,4,11,20,6,11,3,4,7,8
18,"sqlite3_ossfuzz","libfuzzer",11257,5442,3,1,2,1,1,7,7,5,10
19,"freetype2-2017","libfuzzer",15128,1346,4,12,22,5,12,3,4,7,8
19,"sqlite3_ossfuzz","libfuzzer",16128,724,4,15,17,12,14,7,7,5,10
20,"freetype2-2017","libfuzzer",16072,985,4,20,14,17,19,3,4,7,8
20,"sqlite3_ossfuzz","libfuzzer",16836,709,4,16,23,24,15,7,7,5,10
21,"freetype2-2017","libfuzzer",16203,816,4,23,15,15,23,3,4,7,8
21,"sqlite3_ossfuzz","libfuzzer",13941,2051,4,8,4,8,8.5,7,7,5,10
22,"freetype2-2017","libfuzzer",14251,1682,4,8,6,16,7,3,4,7,8
22,"sqlite3_ossfuzz","libfuzzer",15668,941,4,13,15,22,12,7,7,5,10
23,"freetype2-2017","libfuzzer",10047,2984,4,1,19,21,1,3,4,7,8
23,"sqlite3_ossfuzz","libfuzzer",19522,260,4,23,16,18,23,7,7,5,10
0,"freetype2-2017","aflplusplus",17220,2906,1,16,12,12,16,3,4,7,8
0,"sqlite3_ossfuzz","aflplusplus",16628,8117,1,2,5,3,4,7,7,5,10
1,"freetype2-2017","aflplusplus",17391,2743,1,18,2,20,17,3,4,7,8
1,"sqlite3_ossfuzz","aflplusplus",18321,7488,1,4,3,5,6,7,7,5,10
2,"freetype2-2017","aflplusplus",17428,2401,1,19,13,11,22,3,4,7,8
2,"sqlite3_ossfuzz","aflplusplus",19424,4019,1,15,20,17,16,7,7,5,10
3,"freetype2-2017","aflplusplus",16684,5792,1,6,7,3,4,3,4,7,8
3,"sqlite3_ossfuzz","aflplusplus",19472,3258,1,17,19,9,17,7,7,5,10
4,"freetype2-2017","aflplusplus",16282,5474,1,4,24,24,5,3,4,7,8
4,"sqlite3_ossfuzz","aflplusplus",16868,5618,1,6,7,10,3,7,7,5,10
5,"freetype2-2017","aflplusplus",16807,5946,1,5,10,19,6,3,4,7,8
5,"sqlite3_ossfuzz","aflplusplus",17457,4964,1,9,22,4,8.5,7,7,5,10
6,"freetype2-2017","aflplusplus",17567,2228,1,22,1,9,21,3,4,7,8
6,"sqlite3_ossfuzz","aflplusplus",18381,4454,1,11,21,7,11,7,7,5,10
7,"freetype2-2017","aflplusplus",17238,3950,1,10,21,10,10,3,4,7,8
7,"sqlite3_ossfuzz","aflplusplus",17213,6244,1,5,6,6,5,7,7,5,10
8,"freetype2-2017","aflplusplus",17396,3425,1,13,3,14,13,3,4,7,8
8,"sqlite3_ossfuzz","aflplusplus",20226,2121,1,21,13,15,21,7,7,5,10
9,"freetype2-2017","aflplusplus",17516,2020,1,24,8,4,24,3,4,7,8
9,"sqlite3_ossfuzz","aflplusplus",16334,7283,1,3,1,20,7,7,7,5,10
10,"freetype2-2017","aflplusplus",16617,4322,1,7,9,2,8,3,4,7,8
10,"sqlite3_ossfuzz","aflplusplus",18338,4831,1,10,9,2,10,7,7,5,10
11,"freetype2-2017","aflplusplus",15773,7117,1,2,5,1,2,3,4,7,8
11,"sqlite3_ossfuzz","aflplusplus",19266,2563,1,18,8,13,18,7,7,5,10
12,"freetype2-2017","aflplusplus",17298,3302,1,14,18,7,14,2,3,6,8
12,"sqlite3_ossfuzz","aflplusplus",20661,1248,1,24,18,14,24,6,6,4,9
13,"freetype2-2017","aflplusplus",17425,2289,1,21,16,13,20,3,4,7,8
13,"sqlite3_ossfuzz","aflplusplus",20147,2820,1,20,14,19,20,7,7,5,10
14,"freetype2-2017","aflplusplus",17316,2758,1,17,4,8,18,3,4,7,8
14,"sqlite3_ossfuzz","aflplusplus",16759,5415,1,7,24,23,2,7,7,5,10
15,"freetype2-2017","aflplusplus",15524,6270,1,3,17,22,3,3,3,6,7
15,"sqlite3_ossfuzz","aflplusplus",19760,2899,1,19,11,21,19,6,6,4,9
16,"freetype2-2017","aflplusplus",17105,4131,1,9,23,18,9,3,4,7,8
16,"sqlite3_ossfuzz","aflplusplus",20506,2189,1,22,12,16,22,7,7,5,10
17,"freetype2-2017","aflplusplus",17230,3026,1,15,11,23,15,3,4,7,8
17,"sqlite3_ossfuzz","aflplusplus",18762,4399,1,12,10,11,13,7,7,5,10
18,"freetype2-2017","aflplusplus",17217,3704,1,11,20,6,11,3,4,7,8
18,"sqlite3_ossfuzz","aflplusplus",12759,6944,1,1,2,1,1,7,7,5,10
19,"freetype2-2017","aflplusplus",17203,3420,1,12,22,5,12,3,4,7,8
19,"sqlite3_ossfuzz","aflplusplus",19157,3753,1,14,17,12,14,7,7,5,10
20,"freetype2-2017","aflplusplus",17519,2431,1,20,14,17,19,3,4,7,8
20,"sqlite3_ossfuzz","aflplusplus",19359,3225,1,16,23,24,15,7,7,5,10
21,"freetype2-2017","aflplusplus",17528,2141,1,23,15,15,23,3,4,7,8
21,"sqlite3_ossfuzz","aflplusplus",18235,6334,1,8,4,8,8.5,7,7,5,10
22,"freetype2-2017","aflplusplus",17043,4474,1,8,6,16,7,3,4,7,8
22,"sqlite3_ossfuzz","aflplusplus",18838,4120,1,13,15,22,12,7,7,5,10
23,"freetype2-2017","aflplusplus",14734,7671,1,1,19,21,1,3,4,7,8
23,"sqlite3_ossfuzz","aflplusplus",20555,1280,1,23,16,18,23,7,7,5,10
0,"freetype2-2017","entropic",16365,2050,2,16,12,12,16,3,4,7,8
0,"sqlite3_ossfuzz","entropic",12765,4254,2,2,5,3,4,7,7,5,10
1,"freetype2-2017","entropic",16552,1904,2,18,2,20,17,3,4,7,8
1,"sqlite3_ossfuzz","entropic",14375,3548,2,4,3,5,6,7,7,5,10
2,"freetype2-2017","entropic",16759,1731,2,19,13,11,22,3,4,7,8
2,"sqlite3_ossfuzz","entropic",17897,2496,2,14,20,17,16,7,7,5,10
3,"freetype2-2017","entropic",13979,3087,3,6,7,3,4,3,4,7,8
3,"sqlite3_ossfuzz","entropic",18385,2170,2,17,19,9,17,7,7,5,10
4,"freetype2-2017","entropic",13870,3063,2.5,4,24,24,5,3,4,7,8
4,"sqlite3_ossfuzz","entropic",14987,3862,2,6,7,10,3,7,7,5,10
5,"freetype2-2017","entropic",14992,4131,2,5,10,19,6,3,4,7,8
5,"sqlite3_ossfuzz","entropic",16290,3993,2,9,22,4,8.5,7,7,5,10
6,"freetype2-2017","entropic",16843,1504,2,22,1,9,21,3,4,7,8
6,"sqlite3_ossfuzz","entropic",16968,3102,2,11,21,7,11,7,7,5,10
7,"freetype2-2017","entropic",15805,2517,2,10,21,10,10,3,4,7,8
7,"sqlite3_ossfuzz","entropic",14933,3984,2,5,6,6,5,7,7,5,10
8,"freetype2-2017","entropic",16181,2209,2,13,3,14,13,3,4,7,8
8,"sqlite3_ossfuzz","entropic",19511,1396,2,21,13,15,21,7,7,5,10
9,"freetype2-2017","entropic",16816,1319,2,24,8,4,24,3,4,7,8
9,"sqlite3_ossfuzz","entropic",13458,4407,2,3,1,20,7,7,7,5,10
10,"freetype2-2017","entropic",15179,2884,2,7,9,2,8,3,4,7,8
10,"sqlite3_ossfuzz","entropic",16852,3349,2,10,9,2,10,7,7,5,10
11,"freetype2-2017","entropic",12300,3644,2,2,5,1,2,3,4,7,8
11,"sqlite3_ossfuzz","entropic",18826,2112,2,18,8,13,18,7,7,5,10
12,"freetype2-2017","entropic",16033,2037,2,14,18,7,14,2,3,6,8
12,"sqlite3_ossfuzz","entropic",20301,887,2,24,18,14,24,6,6,4,9
13,"freetype2-2017","entropic",16820,1683,2,21,16,13,20,3,4,7,8
13,"sqlite3_ossfuzz","entropic",19412,2091,2,20,14,19,20,7,7,5,10
14,"freetype2-2017","entropic",16356,1799,2,17,4,8,18,3,4,7,8
14,"sqlite3_ossfuzz","entropic",15290,4028,2,7,24,23,2,7,7,5,10
15,"freetype2-2017","entropic",12966,3712,2,3,17,22,3,3,3,6,7
15,"sqlite3_ossfuzz","entropic",18964,2094,2,19,11,21,19,6,6,4,9
16,"freetype2-2017","entropic",15497,2522,2,9,23,18,9,3,4,7,8
16,"sqlite3_ossfuzz","entropic",19784,1453,2,22,12,16,22,7,7,5,10
17,"freetype2-2017","entropic",16135,1932,2,15,11,23,15,3,4,7,8
17,"sqlite3_ossfuzz","entropic",17437,3079,2,12,10,11,13,7,7,5,10
18,"freetype2-2017","entropic",16057,2544,2,11,20,6,11,3,4,7,8
18,"sqlite3_ossfuzz","entropic",11927,6112,2,1,2,1,1,7,7,5,10
19,"freetype2-2017","entropic",15947,2164,2,12,22,5,12,3,4,7,8
19,"sqlite3_ossfuzz","entropic",18326,2876,2,15,17,12,14,7,7,5,10
20,"freetype2-2017","entropic",16852,1765,2,20,14,17,19,3,4,7,8
20,"sqlite3_ossfuzz","entropic",17985,1850,2,16,23,24,15,7,7,5,10
21,"freetype2-2017","entropic",16806,1419,2,23,15,15,23,3,4,7,8
21,"sqlite3_ossfuzz","entropic",15732,3823,2,8,4,8,8.5,7,7,5,10
22,"freetype2-2017","entropic",15481,2911,2,8,6,16,7,3,4,7,8
22,"sqlite3_ossfuzz","entropic",17819,3084,2,13,15,22,12,7,7,5,10
23,"freetype2-2017","entropic",11439,4376,2,1,19,21,1,3,4,7,8
23,"sqlite3_ossfuzz","entropic",20234,978,2,23,16,18,23,7,7,5,10
